rank,address,label,proxy_score,wallet_type,trading_signal,win_rate_pct,profit_factor,track_record_days,txn_count,total_volume_usd,avg_trade_usd,active_days,tokens_traded,dex_count,source
2480,0x7a8bb6fcb6bb8de9e3fcc69ae3cf7b44d6d1ec8e,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,175,98,157053.5,1602.59,52,45,2,dune_dex_trades
2481,0x60031819a16266d896268cfea5d5be0b6c2b5d75,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,174,94,203066.78,2160.28,49,2,2,dune_dex_trades
2482,0xd78f2010c4c31e618536d6258a52910fe97af2b8,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,152,90,138237.06,1535.97,43,1,1,dune_dex_trades
2483,0x0abb80a7fffd26dce5883e405ff6458b63907b04,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,106,87,105758.55,1215.62,33,40,1,dune_dex_trades
2484,0x51775ced4567d07b02a87c3617aef21ff1fe7a5a,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,140,83,751231.35,9050.98,37,2,1,dune_dex_trades
2485,0xdc945dfddf499138aaec94f8fc6856b57bd60bb2,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,179,81,4033383.54,49794.86,43,3,2,dune_dex_trades
2486,0x7b1e5d984a43ee732de195628d20d05cfabc3cc7,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,170,79,178817.45,2263.51,41,2,2,dune_dex_trades
2487,0xeb3cbbd933e1e405221e5865a857531073b7e9c7,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,160,75,622171.68,8295.62,37,4,1,dune_dex_trades
2488,0x9ce87ed692456ff172003dbf8f1df4546ab20e26,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,60,0.69,160,72,94268.26,1309.28,37,6,1,dune_dex_trades
2489,0x79df9ed8fcd653ee4e76cba7990d4cb03be7dca1,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,169,68,109887.63,1615.99,35,37,1,dune_dex_trades
2490,0xd371312d08950dd806a7c9aea0f7a6bc642404d2,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,100,64,122217.9,1909.65,23,44,1,dune_dex_trades
2491,0x79515c211e1fc889ac50384c52700becab54f177,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,167,63,820937.08,13030.75,32,5,2,dune_dex_trades
2492,0x14d7aab5b4bca6a02e52ac22520b033bf35f4091,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,157,60,72996.31,1216.61,29,1,1,dune_dex_trades
2493,0x9db0ee5bac43ea008312295a95c2e287ecff8c8d,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,50,1.16,158,59,313351.38,5311.04,40,9,5,dune_dex_trades
2494,0xa28343af6b42db9c80e3b6ad99729e93cc5d1663,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,174,54,107712.84,1994.68,28,31,2,dune_dex_trades
2495,0x3c2348e54c5d1bdd985a1767165e0b8a00d25dea,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,121,54,89235.07,1652.5,22,7,2,dune_dex_trades
2496,0xf14aa9ed0b6d90b7a49b782f6a9846bea8f0b333,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,122,53,195309.08,3685.08,22,3,5,dune_dex_trades
2497,0xf4d5704f614e0efa42ec7634e1d0d3041f762b49,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,164,52,66703.81,1282.77,26,35,3,dune_dex_trades
2498,0x69a014ea312e0dcd75a0566fa86da22af09cd3c5,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,141,49,60576.02,1236.25,22,30,2,dune_dex_trades
2499,0xa3ccaf08a54cf31649f91ae1570a0720c8d4eb1e,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,174,48,56060.5,1167.93,25,2,2,dune_dex_trades
2500,0xa927477c04aa151acf4b419a6ef4d6b7c0f1ad24,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,162,48,67557.47,1407.45,24,6,3,dune_dex_trades
2501,0xa2329ad239ccad01356c7b75aef0588c85b9b202,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,176,48,705380.38,14695.42,25,2,1,dune_dex_trades
2502,0x367beed636b3f5dc25d853882edfb98c58d5d2a5,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,141,46,49509.51,1076.29,21,29,1,dune_dex_trades
2503,0x9b8b996b121a48b1949e9d40e2daac431913d140,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,160,41,190389.9,4643.66,20,31,3,dune_dex_trades
2504,0x55d31f68975e446a40a2d02ffa4b0e1bfb233c2f,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,,,175,40,48132.25,1203.31,21,2,1,dune_dex_trades
2505,0x73264fef47769fbdf206e4c7476213ed753aba42,Dune DEX Trader #0,58.2,DEX Trader,Active Trader,50,1.15,147,38,701242.95,18453.76,24,6,4,dune_dex_trades
2506,0xbf000000a1f768e94bf68257138c8fd34f7dfcdb,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,47.8,0.25,179,9305,24721868.56,2656.84,171,73,9,dune_dex_trades
2507,0xf67a387120cb74a5ef2fd91982af4ae5d3a576a1,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,37.5,0.76,121,869,11543508.03,13283.67,114,9,5,dune_dex_trades
2508,0x89e0ac18e6ea8a36a7642ccf75783ee86d5c179b,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,50,0.99,174,353,23276667.21,65939.57,79,5,4,dune_dex_trades
2509,0x57ef6a1cd9345780d22a3287bbda24f1e503e9fe,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,55.6,1.05,179,317,289853.36,914.36,112,58,6,dune_dex_trades
2510,0x06162f9be6e9aef1974536cda104b21be1c4aa3a,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,179,287,398136.04,1387.23,156,95,1,dune_dex_trades
2511,0x8238d7dd00a016c7e15b0ed44df0274e2c5e5451,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,179,286,354424.21,1239.25,157,99,1,dune_dex_trades
2512,0x1563e9af51616e78830de3325da752de369c1714,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,144,238,226867,953.22,48,1,2,dune_dex_trades
2513,0x3f1bab50cb228c36fdd83dc5ef59b0541acb3cb2,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,179,229,276358.88,1206.81,125,70,1,dune_dex_trades
2514,0xc30c7ea910a71ce06ae840868b0c7e47616ba4c9,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,28.6,1.55,179,227,8553028.26,37678.54,72,9,5,dune_dex_trades
2515,0x389fb29230d02e67eb963c1f5a00f2b16f95beb7,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,179,187,851003.24,4550.82,101,2,1,dune_dex_trades
2516,0xeeeeee9ec4769a09a76a83c7bc42b185872860ee,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,111,180,233988.92,1299.94,71,1,1,dune_dex_trades
2517,0xf07a84f0732dfe8eea0d3961bcd8f62c761ff508,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,167,156,253658.92,1626.02,82,1,3,dune_dex_trades
2518,0x549d94e5d5d788b6a9748368afe750f35cb445ee,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,92,155,3126749.29,20172.58,55,2,1,dune_dex_trades
2519,0xbb2b8038a1640196fbe3e38816f3e67cba72d940,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,172,135,535258.53,3964.88,71,2,4,dune_dex_trades
2520,0x13e9363758de918ee531482a7b19e615aeede423,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,60,0.35,165,130,310917.11,2391.67,31,7,2,dune_dex_trades
2521,0x13394005c1012e708fce1eb974f1130fdc73a5ce,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,177,126,757456.92,6011.56,69,2,3,dune_dex_trades
2522,0x9733ae7ececa99c8b1db998a7e8e37bcb3f68ae2,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,161,121,122595.08,1013.18,61,5,1,dune_dex_trades
2523,0x2349a69875aad7beb787f6f230ea2d71a52d6283,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,177,115,171558.23,1491.81,63,1,1,dune_dex_trades
2524,0x127452f3f9cdc0389b0bf59ce6131aa3bd763598,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,176,113,286599.01,2536.27,61,2,2,dune_dex_trades
2525,0x1d3d89b344dce70bd05edbd0770cf4c0a388f0e0,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,50,0.82,135,100,378029.42,3780.29,32,8,5,dune_dex_trades
2526,0xe936f0073549ad8b1fa53583600d629ba9375161,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,169,97,199905.7,2060.88,51,2,2,dune_dex_trades
2527,0xa29fe6ef9592b5d408cca961d0fb9b1faf497d6d,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,175,89,98105.81,1102.31,48,2,1,dune_dex_trades
2528,0xac3b4dfc6d99387e76fd72d8d222452133d6a92f,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,104,85,142338.35,1674.57,32,65,3,dune_dex_trades
2529,0x12b2e65bcaaa9502d9d4d21a16090e5d87506273,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,153,78,103764.31,1330.31,38,46,1,dune_dex_trades
2530,0xc4e3ec794d73863792b1473ea31d4f066608e757,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,50,0.94,109,75,296617.84,3954.9,26,5,3,dune_dex_trades
2531,0x4b5e827f4c0a1042272a11857a355da1f4ceebae,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,173,74,143415.19,1938.04,39,2,3,dune_dex_trades
2532,0x3fd6b4bb4a2602156ecfd0a8cbff36edca5e27d7,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,177,73,1396035.3,19123.77,40,3,1,dune_dex_trades
2533,0x7c5b3c87c0d09a2cf08b14dd32eecf370635d9f9,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,60,0.79,167,71,266502.99,3753.56,50,5,4,dune_dex_trades
2534,0xf5e1ff97b8ed24032a861eaef122643452268a39,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,162,69,94694.47,1372.38,35,1,4,dune_dex_trades
2535,0xd4cea9a49e4f78249e98f4fbc2147e90d6a85948,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,128,65,67913.51,1044.82,28,8,1,dune_dex_trades
2536,0xd0411df7b7e4f654742fad902f830a1c0a3d1098,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,136,62,125122.61,2018.11,28,6,4,dune_dex_trades
2537,0x9fa71d488e16c93590da0466944fe39b9a652cfd,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,175,60,108131.27,1802.19,32,4,5,dune_dex_trades
2538,0x80cb5a4ea4f18a70c39bd78fb63db1f585968cf9,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,50,1.03,168,54,74702.59,1383.38,30,5,4,dune_dex_trades
2539,0xb42b942712cf262852202cca1f6dc41933384282,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,126,53,64069.17,1208.85,23,16,1,dune_dex_trades
2540,0xdb2ffcdb8918e2f05c704533910cb30ddde97899,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,127,51,58824.02,1153.41,22,40,1,dune_dex_trades
2541,0xd142c0cc2f707b808060bcbceb903f6d6d62952f,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,150,46,69427.43,1509.29,22,32,1,dune_dex_trades
2542,0x94de7e2c73529ebf3206aa3459e699fbcdfcd49b,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,139,46,357137.54,7763.86,21,3,2,dune_dex_trades
2543,0x6ada49aeccf6e556bb7a35ef0119cc8ca795294a,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,173,45,51944.45,1154.32,24,2,3,dune_dex_trades
2544,0xe47a1b9b9f6c60e3148c2cf55b1d3c858fc6c0ec,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,169,44,71056.58,1614.92,23,3,4,dune_dex_trades
2545,0x4ff4c7c8754127cc097910cf9d80400adef5b65d,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,172,40,43716.27,1092.91,21,1,3,dune_dex_trades
2546,0x12f4a0b3c736a62ba94f5abbc99bb970046789a0,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,50,1.15,144,39,55622.44,1426.22,25,5,5,dune_dex_trades
2547,0x977c5fcf7a552d38adcde4f41025956855497c6d,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,177,39,52497.54,1346.09,21,1,1,dune_dex_trades
2548,0xe35e2e4624987575dfd263b124a3999e180b8b89,Dune DEX Trader #0,58.1,DEX Trader,Active Trader,,,170,38,83590.28,2199.74,20,4,2,dune_dex_trades
2549,0x0c501d43206b97fa4300f1b0962742b4f938f70e,Whale 0x0c50…f70e,58,Anon Whale,Holder,,,30-90 days,7875,,,,,,
2550,0xf418263a6468c80d3bcb71033c56aacf81b241ba,Whale 0xf418…41ba,58,Anon Whale,Holder,,,30-90 days,5472,,,,,,
2551,0x9cbdbd7fa768ad6e9546ff57238722fa9b925329,Whale 0x9cbd…5329,58,Anon Whale,Holder,,,30-90 days,5319,,,,,,
2552,0x52e86988bd07447c596e9b0c7765f8500113104c,Mixin Network Exploiter 1,58,Unlabeled,Holder,,,90-180 days,10200,,,,,,
2553,0x6262998ced04146fa42253a5c0af90ca02dfd2a3,Crypto.com,58,Smart Money,Moderate Trader,,,180+ days,1183099,,,,,,
2554,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,Poloniex 2,58,Smart Money,Very Active Trader,,,180+ days,1814558,,,,,,
2555,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,Bittrex 2,58,Smart Money,Very Active Trader,,,180+ days,1653546,,,,,,
2556,0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,Bittrex: Controller,58,Smart Money,Very Active Trader,,,180+ days,1586444,,,,,,
2557,0xa7b5ce53d71d2215d679642307adfa3f39de5448,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,44.4,0.58,123,807,9313271.74,11540.61,114,12,5,dune_dex_trades
2558,0xd3d737012acda40f209f31b7f16fc83f7b5b494d,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,48.9,1.09,177,543,408336.61,752,137,91,1,dune_dex_trades
2559,0xad6dc16e2b447d3941a531ae70b1e179df7ed17e,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,42.9,0.42,137,459,2894315.86,6305.7,37,9,6,dune_dex_trades
2560,0x12d2fdd0862fc1145dd23499efb7dd3846950841,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,25,0.96,136,399,511049.08,1280.82,35,4,1,dune_dex_trades
2561,0x497c48e9d484c8cbaef271b41a7c7e5f056c0903,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,179,286,327517.71,1145.17,159,70,1,dune_dex_trades
2562,0x858b71e1d6e421fee400994bfd918da26dfd33af,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,60,0.51,91,178,13688342.7,76900.8,21,5,4,dune_dex_trades
2563,0x3511f837687ff7272a39a231cac1452ad71141fa,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,140,165,911794.16,5526.03,78,76,2,dune_dex_trades
2564,0x541a1422821f73f9a334360e969bfb09c220601c,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,131,150,5103207.36,34021.38,67,1,1,dune_dex_trades
2565,0xc7d5859c09ac8696d406ecfcb737d7e8281ce73b,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,150,149,454546.8,3050.65,73,2,1,dune_dex_trades
2566,0xa7414ccac5308bcbcb1bb3451521a9f40177ce7c,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,40,0.93,176,148,2939436.47,19861.06,37,5,5,dune_dex_trades
2567,0x0857b4d5d4d2e16a4b75aab64537dd176fa1bb6c,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,127,140,146579.51,1047,62,49,2,dune_dex_trades
2568,0x1e1674b2ec977558e10ce47ac754a5679da94e77,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,129,133,67059.71,504.21,26,3,3,dune_dex_trades
2569,0x18f61f7d2ce0f09daa719dc0bd5c39d1ccf6ea4d,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,174,119,122767,1031.66,66,56,3,dune_dex_trades
2570,0x78b724f8dfd8a7da0bbcc884ceca0774873cec49,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,148,114,151361.12,1327.73,56,42,1,dune_dex_trades
2571,0xc6e40537215c1e041616478d8cfe312b1847b997,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,177,112,172936.82,1544.08,62,1,3,dune_dex_trades
2572,0xb01ecc57d8a3cfbe920eadc1586cd58b4e34b19e,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,91,111,248041.3,2234.61,40,46,1,dune_dex_trades
2573,0x6c6bc977e13df9b0de53b251522280bb72383700,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,174,109,814846.01,7475.65,60,2,2,dune_dex_trades
2574,0x31351bf3fba544863fbff44ddc27ba880916a199,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,172,104,145271.96,1396.85,56,2,4,dune_dex_trades
2575,0x383e6b4437b59fff47b619cba855ca29342a8559,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,178,99,2265360.02,22882.42,55,2,2,dune_dex_trades
2576,0x645e0dbdb5fc2594b8913d7d7c627afe250ab550,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,75,0.53,166,93,7666583.26,82436.38,39,6,4,dune_dex_trades
2577,0xbf867f85d63d1c1fbf1fdc0e382702f4e797dc67,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,50,0.99,149,92,294698.87,3203.25,44,42,3,dune_dex_trades
2578,0xd1d5a4c0ea98971894772dcd6d2f1dc71083c44e,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,169,79,122748.36,1553.78,42,2,2,dune_dex_trades
2579,0xce545f72df7eaf7b554cd4cfd40d34e04155d908,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,98,77,123075.4,1598.38,29,1,1,dune_dex_trades
2580,0x93cc1592048ab838c605dbc56e7c2b93c4e5134e,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,50,0.82,104,76,221570.85,2915.41,21,8,1,dune_dex_trades
2581,0xf66e0996017b4021121a14b0ae54dd43a0e9f615,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,165,76,97945.83,1288.76,40,56,1,dune_dex_trades
2582,0xbb5b761415a58d944fcb81313b204f895637d20c,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,125,73,1605771.79,21996.87,32,2,3,dune_dex_trades
2583,0xa73da0895679d8c8f39b6010ee2e32f4d814b839,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,123,72,90145.71,1252.02,31,24,1,dune_dex_trades
2584,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,152,72,140367.89,1949.55,36,1,4,dune_dex_trades
2585,0x82fc58011d50bfda0dd10bbecab41803a7758939,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,143,69,116368.12,1686.49,33,57,2,dune_dex_trades
2586,0x476909429862312f6bf97c5e51c32c9224778015,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,107,61,122832.42,2013.65,24,29,2,dune_dex_trades
2587,0x7c5b3ab1d5cc8790b021c77730052e6a73be177f,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,162,55,69600.54,1265.46,29,50,1,dune_dex_trades
2588,0xdfa48b2bc7ea87a7060687c757ec9bb96428ef35,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,125,53,78765.98,1486.15,23,35,1,dune_dex_trades
2589,0x83bfb21c5b29d6799ec8016b785855437118299f,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,143,52,80575.77,1549.53,25,2,1,dune_dex_trades
2590,0x5a5be5201513c2fceaace986cc8399ed2a2dc51b,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,137,43,49885.59,1160.13,20,16,2,dune_dex_trades
2591,0x04a52c35b9055fe8821ca0d34ef73457f5b1844e,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,154,42,68646.06,1634.43,21,24,3,dune_dex_trades
2592,0x59c38b6775ded821f010dbd30ecabdcf84e04756,Dune DEX Trader #0,58.0,DEX Trader,Active Trader,,,171,39,177667.75,4555.58,21,2,1,dune_dex_trades
2593,0x00000000075d9aed2e32de0aec3d7fe316514e79,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,54.5,0.16,131,2143,15136132.75,7063.06,128,44,4,dune_dex_trades
2594,0x19473bc95ed7df4b07aebf44fddd0c73fcb2792b,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,33.3,0.91,148,487,789636.01,1621.43,74,9,3,dune_dex_trades
2595,0xe75ed6f453c602bd696ce27af11565edc9b46b0d,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,44.4,0.76,179,293,2099555.74,7165.72,73,21,2,dune_dex_trades
2596,0xe170ed9d77792397271d564c7161351d69fe9300,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,50,1.1,165,169,10538448.35,62357.68,45,9,5,dune_dex_trades
2597,0x6fcad30523f0f8648984f3c1b4318e2a16e16824,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,50,1.08,179,168,152024.85,904.91,46,5,4,dune_dex_trades
2598,0xc1445f7a0431d2fd4a1ddbcca7aa229027bb4d45,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,159,133,147939.71,1112.33,70,2,1,dune_dex_trades
2599,0xc405dee974897156e5d41a0381202316c9578ac2,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,130,132,156810.54,1187.96,60,54,1,dune_dex_trades
2600,0x04f910fc404214edd8bb519f647019a8491c7751,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,99,131,4726394.69,36079.35,50,1,1,dune_dex_trades
2601,0x59f655cebfaf3407f96823bc82e414e711348bd1,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,135,129,109917.65,852.07,26,58,1,dune_dex_trades
2602,0xdea38fa1e23c4d5e4b3e738e7d672b8bd9652c13,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,161,123,183590.9,1492.61,66,2,1,dune_dex_trades
2603,0x9e5f2b740e52c239da457109bcced1f2bb40da5b,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,179,121,176980.21,1462.65,69,2,1,dune_dex_trades
2604,0xf97503af8230a7e72909d6614f45e88168ff3c10,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,173,120,138422.52,1153.52,67,2,2,dune_dex_trades
2605,0xe8f07fb91f7ac5c758e9fa7b814aee751cee28b7,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,33.3,1.35,179,118,1060620.17,8988.31,40,3,2,dune_dex_trades
2606,0xdb74dfdd3bb46be8ce6c33dc9d82777bcfc3ded5,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,174,112,2020103.48,18036.64,63,2,4,dune_dex_trades
2607,0x9c7ed68b00dc4f45243b07ce71a54a86e8f8fcbb,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,173,106,398107.76,3755.73,59,2,1,dune_dex_trades
2608,0x3f7ac0a512123a3e0a6950df4ec0d618f6af8df1,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,50,0.9,137,99,369609.1,3733.43,39,4,2,dune_dex_trades
2609,0xe672f28842de0eb0d86d51fb5a073e93ed71b6ba,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,40,1.3,166,95,112199.9,1181.05,44,6,1,dune_dex_trades
2610,0xcf6daab95c476106eca715d48de4b13287ffdeaa,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,174,90,109351.53,1215.02,50,2,3,dune_dex_trades
2611,0x17c1ae82d99379240059940093762c5e4539aba5,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,175,77,106435.1,1382.27,44,2,4,dune_dex_trades
2612,0xe9e4c905b74ae290c65ffba61fc804803bc98eca,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,101,77,837302.75,10874.06,30,3,1,dune_dex_trades
2613,0xa921ccfab62bece54d2abab123b8f3496dc61ba6,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,149,73,100709.16,1379.58,37,4,1,dune_dex_trades
2614,0x5f0d764fb8453eb19e1fbca4d1d71afcc94097aa,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,153,66,172535.04,2614.17,34,7,6,dune_dex_trades
2615,0x49648b123e1dbab68a3df369e1050c8c4fe950d2,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,172,64,566341.2,8849.08,36,3,1,dune_dex_trades
2616,0xa3e79e922d5313d190cdd35824c3272e195191de,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,33.3,1.84,146,58,141224.34,2434.9,36,3,1,dune_dex_trades
2617,0xcdc693a988a4bf6baef6981ba1d64b8cf8052e15,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,66.7,0.73,95,56,260021.73,4643.25,39,3,2,dune_dex_trades
2618,0xe92380c0f22c5cc8c43b5ca176166dcd5d251a2c,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,96,55,68511.35,1245.66,21,29,3,dune_dex_trades
2619,0x8a25d8c9fa8c7a726137f2d618d85cbc2c083f78,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,60,0.62,160,54,1752817.91,32459.59,25,7,5,dune_dex_trades
2620,0xa667a51bdcb32dabc8a9396a4523b5fef314ebe7,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,100,52,117832.27,2266.01,20,30,3,dune_dex_trades
2621,0x5d29d83cbdbe5cd4c83ccf874bbaafab814b0219,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,130,46,141002.7,3065.28,21,7,1,dune_dex_trades
2622,0xbe8216462ff88b8e062fc9c4aed425550384f0aa,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,153,45,57684.21,1281.87,23,7,5,dune_dex_trades
2623,0x569d47cb8ce9b400c88833a0083183e852b22428,Dune DEX Trader #0,57.9,DEX Trader,Active Trader,,,122,45,73639.88,1636.44,20,4,1,dune_dex_trades
2624,0xfdff0b569f14af593d446e51b3e42f502124ac85,Dune DEX Trader #0,57.8,DEX Trader,Active Trader,44.7,0.31,174,9499,29948501.84,3152.81,175,140,8,dune_dex_trades
2625,0xee6139d961d25bc6e4eaee01fad28a89d793d04a,Dune DEX Trader #0,57.8,DEX Trader,Active Trader,40,0.46,151,1973,4413114.54,2236.75,67,59,5,dune_dex_trades
2626,0x801888a5af063aae48761aab12a83ecb07c1b381,Dune DEX Trader #0,57.8,DEX Trader,Active Trader,50,1,108,492,415739.37,845,90,4,1,dune_dex_trades
2627,0x8503b18b279fd0f1ec35303d8db834619a12250f,Dune DEX Trader #0,57.8,DEX Trader,Active Trader,50,0.47,168,386,5824851.3,15090.29,73,4,1,dune_dex_trades
2628,0x43370108f30ee5ed54a9565f37af3be8502903f5,Dune DEX Trader #0,57.8,DEX Trader,Active Trader,71.4,0.21,173,308,3135476.38,10180.12,111,9,5,dune_dex_trades
2629,0x0d983e425c48103a6983b52e0fab085d33626f10,Dune DEX Trader #0,57.8,DEX Trader,Active Trader,,,179,253,264389.36,1045.02,149,70,1,dune_dex_trades
